date,title,our_price,competitor_a_price,competitor_b_price,competitor_c_price,avg_competitor_price,rating,in_stock,month,day_of_week,is_weekend,seasonal_demand,demand_score,sales_volume,revenue,optimal_price,price_gap_pct,season,price_vs_rating
2025-10-25,Birdsong,25.51,25.19,26.5,28.07,26.58,2.6,1,10,5,1,1.2,1.4981,74,1887.74,18.61,-0.0403,4,9.81
2025-10-26,Birdsong,28.79,25.3,26.67,28.13,26.7,2.6,1,10,6,1,1.2,1.2143,58,1669.82,18.69,0.0783,4,11.07
2025-10-27,Birdsong,27.3,25.41,26.87,27.89,26.72,2.6,1,10,0,0,1.2,1.1641,60,1638.0,18.71,0.0217,4,10.5
2025-10-28,Birdsong,27.05,25.48,27.01,27.81,26.77,2.6,1,10,1,0,1.2,1.1868,56,1514.8,18.74,0.0105,4,10.4
2025-10-29,Birdsong,25.99,25.41,26.92,27.71,26.68,2.6,0,10,2,0,1.2,1.268,62,1611.38,18.68,-0.0259,4,10.0
2025-10-30,Birdsong,28.47,25.36,26.96,27.63,26.65,2.6,1,10,3,0,1.2,1.0741,48,1366.56,18.66,0.0683,4,10.95
2025-10-31,Birdsong,28.7,25.21,26.99,27.78,26.66,2.6,1,10,4,0,1.2,1.0592,51,1463.7,18.66,0.0765,4,11.04
2025-11-01,Birdsong,26.36,25.18,27.13,27.72,26.68,2.6,1,11,5,1,1.35,1.5988,84,2214.24,18.67,-0.012,4,10.14
2025-11-02,Birdsong,28.38,25.08,27.16,27.6,26.61,2.6,1,11,6,1,1.35,1.3939,71,2014.98,18.63,0.0665,4,10.92
2025-11-03,Birdsong,27.18,25.1,27.14,27.68,26.64,2.6,1,11,0,0,1.35,1.3125,67,1821.06,18.65,0.0203,4,10.45
2025-11-04,Birdsong,27.74,25.22,27.02,27.49,26.58,2.6,1,11,1,0,1.35,1.2599,64,1775.36,18.6,0.0436,4,10.67
2025-11-05,Birdsong,26.82,25.12,27.07,27.22,26.47,2.6,1,11,2,0,1.35,1.3291,67,1796.94,18.53,0.0132,4,10.32
2025-11-06,Birdsong,28.46,25.17,27.0,27.22,26.46,2.6,1,11,3,0,1.35,1.1937,62,1764.52,18.52,0.0756,4,10.95
2025-11-07,Birdsong,27.88,25.07,26.94,27.31,26.44,2.6,1,11,4,0,1.35,1.2366,61,1700.68,18.51,0.0545,4,10.72
2025-11-08,Birdsong,27.69,25.05,26.8,27.05,26.3,2.6,1,11,5,1,1.35,1.4266,74,2049.06,18.41,0.0529,4,10.65
2025-11-09,Birdsong,26.18,25.1,26.95,27.13,26.39,2.6,1,11,6,1,1.35,1.5879,76,1989.68,18.47,-0.008,4,10.07
2025-11-10,Birdsong,27.86,25.13,26.96,27.11,26.4,2.6,1,11,0,0,1.35,1.2351,63,1755.18,18.48,0.0553,4,10.72
2025-11-11,Birdsong,27.93,25.15,26.97,27.34,26.49,2.6,1,11,1,0,1.35,1.237,65,1815.45,18.54,0.0544,4,10.74
2025-11-12,Birdsong,26.59,25.29,27.14,27.3,26.58,2.6,1,11,2,0,1.35,1.3596,69,1834.71,18.6,0.0004,4,10.23
2025-11-13,Birdsong,27.23,25.25,27.29,27.42,26.65,2.6,1,11,3,0,1.35,1.3095,65,1769.95,18.66,0.0218,4,10.47
2025-11-14,Birdsong,27.94,25.18,27.62,27.45,26.75,2.6,1,11,4,0,1.35,1.2583,66,1844.04,18.73,0.0445,4,10.75
2025-11-15,Birdsong,27.62,25.31,27.39,27.39,26.7,2.6,1,11,5,1,1.35,1.4719,78,2154.36,18.69,0.0345,4,10.62
2025-11-16,Birdsong,27.42,25.2,27.46,27.31,26.66,2.6,1,11,6,1,1.35,1.4873,76,2083.92,18.66,0.0285,4,10.55
2025-11-17,Birdsong,27.98,24.95,27.28,27.31,26.51,2.6,1,11,0,0,1.35,1.2352,60,1678.8,18.56,0.0555,4,10.76
2025-11-18,Birdsong,26.91,25.15,27.58,27.16,26.63,2.6,1,11,1,0,1.35,1.3357,63,1695.33,18.64,0.0105,4,10.35
2025-11-19,Birdsong,27.62,25.38,27.52,27.12,26.67,2.6,1,11,2,0,1.35,1.278,67,1850.54,18.67,0.0356,4,10.62
2025-11-20,Birdsong,28.04,25.32,27.51,27.03,26.62,2.6,1,11,3,0,1.35,1.2395,65,1822.6,18.64,0.0533,4,10.78
2025-11-21,Birdsong,28.46,25.59,27.31,27.21,26.7,2.6,1,11,4,0,1.35,1.2134,59,1679.14,18.69,0.0659,4,10.95
2025-11-22,Birdsong,27.59,25.59,27.34,27.08,26.67,2.6,1,11,5,1,1.35,1.4723,71,1958.89,18.67,0.0345,4,10.61
2025-11-23,Birdsong,27.4,25.48,27.19,27.03,26.56,2.6,1,11,6,1,1.35,1.4801,74,2027.6,18.6,0.0316,4,10.54
2025-11-24,Birdsong,28.35,25.2,27.25,27.03,26.49,2.6,1,11,0,0,1.35,1.2045,62,1757.7,18.54,0.0702,4,10.9
2025-11-25,Birdsong,27.5,25.22,27.15,27.11,26.49,2.6,1,11,1,0,1.35,1.2724,65,1787.5,18.55,0.0381,4,10.58
2025-11-26,Birdsong,29.0,25.16,27.12,27.09,26.45,2.6,1,11,2,0,1.35,1.1534,67,1943.0,18.52,0.0964,4,11.15
2025-11-27,Birdsong,27.83,25.09,27.2,27.18,26.49,2.6,0,11,3,0,1.35,1.2451,58,1614.14,18.54,0.0506,4,10.7
2025-11-28,Birdsong,27.27,25.19,26.98,27.08,26.42,2.6,1,11,4,0,1.35,1.2852,64,1745.28,18.49,0.0322,4,10.49
2025-11-29,Birdsong,29.03,25.01,27.3,26.87,26.4,2.6,1,11,5,1,1.35,1.3186,65,1886.95,18.48,0.0996,4,11.17
2025-11-30,Birdsong,28.85,25.01,27.29,26.85,26.38,2.6,1,11,6,1,1.35,1.3322,67,1932.95,18.47,0.0936,4,11.1
2025-12-01,Birdsong,25.38,25.15,27.26,26.72,26.38,2.6,0,12,0,0,1.5,1.6205,80,2030.4,18.46,-0.0379,1,9.76
2025-12-02,Birdsong,27.67,24.98,27.34,26.48,26.26,2.6,1,12,1,0,1.5,1.3766,69,1909.23,18.39,0.0537,1,10.64
2025-12-03,Birdsong,27.19,24.85,27.44,26.48,26.26,2.6,1,12,2,0,1.5,1.4198,71,1930.49,18.38,0.0354,1,10.46
2025-12-04,Birdsong,25.83,24.64,27.29,26.53,26.15,2.6,1,12,3,0,1.5,1.5461,80,2066.4,18.31,-0.0122,1,9.93
2025-12-05,Birdsong,26.02,24.71,27.27,26.4,26.13,2.6,1,12,4,0,1.5,1.5234,75,1951.5,18.29,-0.0042,1,10.01
2025-12-06,Birdsong,25.15,24.72,27.25,26.38,26.12,2.6,1,12,5,1,1.5,1.8612,89,2238.35,18.28,-0.0371,1,9.67
2025-12-07,Birdsong,26.84,24.62,27.12,26.35,26.03,2.6,1,12,6,1,1.5,1.6453,82,2200.88,18.22,0.0311,1,10.32
2025-12-08,Birdsong,27.97,24.55,27.2,26.03,25.93,2.6,1,12,0,0,1.5,1.3192,60,1678.2,18.15,0.0787,1,10.76
2025-12-09,Birdsong,26.5,24.49,27.5,26.25,26.08,2.6,1,12,1,0,1.5,1.469,74,1961.0,18.25,0.0161,1,10.19
2025-12-10,Birdsong,26.77,24.51,27.42,26.14,26.02,2.6,1,12,2,0,1.5,1.437,70,1873.9,18.22,0.0288,1,10.3
2025-12-11,Birdsong,25.18,24.27,27.43,26.03,25.91,2.6,1,12,3,0,1.5,1.5918,80,2014.4,18.14,-0.0282,1,9.68
2025-12-12,Birdsong,27.2,24.29,27.4,25.94,25.88,2.6,0,12,4,0,1.5,1.3823,68,1849.6,18.11,0.051,1,10.46
2025-12-13,Birdsong,25.5,24.29,27.36,25.86,25.84,2.6,0,12,5,1,1.5,1.7807,90,2295.0,18.09,-0.0132,1,9.81
2025-12-14,Birdsong,26.11,24.31,27.22,25.81,25.78,2.6,0,12,6,1,1.5,1.6994,81,2114.91,18.05,0.0128,1,10.04
2025-12-15,Birdsong,24.9,24.25,27.18,25.73,25.72,2.6,1,12,0,0,1.5,1.6026,78,1942.2,18.0,-0.0319,1,9.58
2025-12-16,Birdsong,27.59,24.05,27.28,25.91,25.75,2.6,1,12,1,0,1.5,1.335,70,1931.3,18.02,0.0715,1,10.61
2025-12-17,Birdsong,27.24,24.03,27.24,25.93,25.73,2.6,1,12,2,0,1.5,1.3649,69,1879.56,18.01,0.0587,1,10.48
2025-12-18,Birdsong,25.88,24.01,27.51,25.96,25.83,2.6,1,12,3,0,1.5,1.5065,76,1966.88,18.08,0.0019,1,9.95
2025-12-19,Birdsong,26.13,24.02,27.64,26.06,25.9,2.6,1,12,4,0,1.5,1.4886,72,1881.36,18.13,0.0089,1,10.05
2025-12-20,Birdsong,26.13,24.01,27.59,26.41,26.0,2.6,1,12,5,1,1.5,1.7237,89,2325.57,18.2,0.005,1,10.05
2025-12-21,Birdsong,26.49,24.03,27.95,26.28,26.08,2.6,1,12,6,1,1.5,1.6912,84,2225.16,18.26,0.0157,1,10.19
2025-12-22,Birdsong,28.54,24.13,27.87,26.36,26.12,2.6,1,12,0,0,1.5,1.2895,59,1683.86,18.29,0.0926,1,10.98
2025-12-23,Birdsong,28.47,23.95,28.08,26.16,26.06,2.6,1,12,1,0,1.5,1.2898,65,1850.55,18.25,0.0925,1,10.95
2025-12-24,Birdsong,27.27,23.76,28.37,26.03,26.06,2.6,1,12,2,0,1.5,1.393,69,1881.63,18.24,0.0464,1,10.49
2025-12-25,Birdsong,27.68,23.89,28.47,26.09,26.15,2.6,1,12,3,0,1.5,1.365,67,1854.56,18.31,0.0585,1,10.65
2025-12-26,Birdsong,26.59,23.98,28.31,26.35,26.21,2.6,1,12,4,0,1.5,1.4737,73,1941.07,18.35,0.0145,1,10.23
2025-12-27,Birdsong,25.41,23.82,28.18,26.23,26.08,2.6,1,12,5,1,1.5,1.8219,88,2236.08,18.25,-0.0257,1,9.77
2025-12-28,Birdsong,26.1,23.73,28.06,26.18,25.99,2.6,1,12,6,1,1.5,1.7253,86,2244.6,18.19,0.0042,1,10.04
2025-12-29,Birdsong,28.27,23.56,27.9,26.01,25.82,2.6,1,12,0,0,1.5,1.2845,65,1837.55,18.07,0.0949,1,10.87
2025-12-30,Birdsong,26.5,23.49,27.78,25.89,25.72,2.6,0,12,1,0,1.5,1.4331,70,1855.0,18.01,0.0303,1,10.19
2025-12-31,Birdsong,26.14,23.64,27.96,25.98,25.86,2.6,0,12,2,0,1.5,1.4831,75,1960.5,18.1,0.0108,1,10.05
2026-01-01,Birdsong,24.68,23.83,28.02,26.01,25.96,2.6,1,1,3,0,1.15,1.2693,68,1678.24,18.17,-0.0493,1,9.49
2026-01-02,Birdsong,25.38,24.05,27.99,25.83,25.96,2.6,0,1,4,0,1.15,1.2072,55,1395.9,18.17,-0.0223,1,9.76
2026-01-03,Birdsong,26.33,23.93,28.02,25.98,25.97,2.6,1,1,5,1,1.15,1.3008,64,1685.12,18.18,0.0139,1,10.13
2026-01-04,Birdsong,25.9,23.88,28.38,26.08,26.11,2.6,1,1,6,1,1.15,1.3528,65,1683.5,18.28,-0.008,1,9.96
2026-01-05,Birdsong,27.21,23.9,28.32,26.15,26.12,2.6,1,1,0,0,1.15,1.077,50,1360.5,18.28,0.0417,1,10.47
2026-01-06,Birdsong,26.71,23.76,28.42,26.15,26.11,2.6,0,1,1,0,1.15,1.1126,55,1469.05,18.28,0.023,1,10.27
2026-01-07,Birdsong,28.78,23.84,28.39,26.39,26.2,2.6,1,1,2,0,1.15,0.9792,45,1295.1,18.34,0.0985,1,11.07
2026-01-08,Birdsong,25.87,23.75,28.21,26.63,26.2,2.6,1,1,3,0,1.15,1.1857,62,1603.94,18.34,-0.0126,1,9.95
2026-01-09,Birdsong,25.62,23.73,28.21,26.78,26.24,2.6,1,1,4,0,1.15,1.21,57,1460.34,18.37,-0.0236,1,9.85
2026-01-10,Birdsong,27.35,23.69,28.14,26.4,26.08,2.6,1,1,5,1,1.15,1.2236,61,1668.35,18.25,0.0487,1,10.52
2026-01-11,Birdsong,27.81,23.65,28.06,26.35,26.02,2.6,1,1,6,1,1.15,1.1825,61,1696.41,18.21,0.0688,1,10.7
2026-01-12,Birdsong,28.21,23.76,28.05,26.28,26.03,2.6,0,1,0,0,1.15,1.003,46,1297.66,18.22,0.0837,1,10.85
2026-01-13,Birdsong,24.84,23.57,27.91,26.02,25.83,2.6,1,1,1,0,1.15,1.2439,67,1664.28,18.08,-0.0383,1,9.55
2026-01-14,Birdsong,26.45,23.65,28.24,26.07,25.99,2.6,1,1,2,0,1.15,1.1228,54,1428.3,18.19,0.0177,1,10.17
2026-01-15,Birdsong,26.13,23.58,28.16,26.2,25.98,2.6,1,1,3,0,1.15,1.147,52,1358.76,18.18,0.0058,1,10.05
2026-01-16,Birdsong,25.2,23.52,28.24,26.35,26.04,2.6,1,1,4,0,1.15,1.2294,60,1512.0,18.23,-0.0323,1,9.69
2026-01-17,Birdsong,27.3,23.59,28.14,26.33,26.02,2.6,1,1,5,1,1.15,1.2228,53,1446.9,18.21,0.0492,1,10.5
2026-01-18,Birdsong,25.62,23.57,28.32,26.33,26.07,2.6,1,1,6,1,1.15,1.3759,68,1742.16,18.25,-0.0173,1,9.85
2026-01-19,Birdsong,25.49,23.43,28.41,26.3,26.05,2.6,0,1,0,0,1.15,1.2051,54,1376.46,18.23,-0.0215,1,9.8
2026-01-20,Birdsong,24.99,23.37,28.55,26.39,26.1,2.6,1,1,1,0,1.15,1.2537,67,1674.33,18.27,-0.0425,1,9.61
2026-01-21,Birdsong,27.45,23.53,28.4,26.24,26.06,2.6,1,1,2,0,1.15,1.0554,48,1317.6,18.24,0.0533,1,10.56
2026-01-22,Birdsong,27.27,23.54,28.55,26.24,26.11,2.6,1,1,3,0,1.15,1.0719,55,1499.85,18.28,0.0444,1,10.49
2026-01-23,Birdsong,26.36,23.46,28.62,26.23,26.1,2.6,1,1,4,0,1.15,1.1389,56,1476.16,18.27,0.01,1,10.14
2026-01-24,Birdsong,26.19,23.4,28.55,26.01,25.99,2.6,1,1,5,1,1.15,1.3146,67,1754.73,18.19,0.0077,1,10.07
2026-01-25,Birdsong,27.54,23.42,28.69,26.1,26.07,2.6,1,1,6,1,1.15,1.2077,63,1735.02,18.25,0.0564,1,10.59
2026-01-26,Birdsong,28.05,23.4,28.5,26.19,26.03,2.6,1,1,0,0,1.15,1.0131,55,1542.75,18.22,0.0776,1,10.79
2026-01-27,Birdsong,25.66,23.62,28.59,26.22,26.14,2.6,1,1,1,0,1.15,1.1988,60,1539.6,18.3,-0.0184,1,9.87
2026-01-28,Birdsong,25.86,23.65,28.59,26.28,26.17,2.6,1,1,2,0,1.15,1.1847,62,1603.32,18.32,-0.0118,1,9.95
2026-01-29,Birdsong,27.61,23.67,28.77,26.53,26.32,2.6,1,1,3,0,1.15,1.0636,58,1601.38,18.43,0.049,1,10.62
2026-01-30,Birdsong,25.27,23.67,28.84,26.53,26.35,2.6,0,1,4,0,1.15,1.2496,60,1516.2,18.44,-0.041,1,9.72
2026-01-31,Birdsong,25.69,23.73,28.84,26.48,26.35,2.6,0,1,5,1,1.15,1.3956,68,1746.92,18.45,-0.025,1,9.88
2026-02-01,Birdsong,26.46,23.79,28.96,26.33,26.36,2.6,1,2,6,1,0.9,1.0362,54,1428.84,18.45,0.0038,1,10.18
2026-02-02,Birdsong,25.69,23.86,29.19,26.54,26.53,2.6,1,2,0,0,0.9,0.9613,48,1233.12,18.57,-0.0317,1,9.88
2026-02-03,Birdsong,28.32,23.94,29.52,26.23,26.57,2.6,1,2,1,0,0.9,0.8085,42,1189.44,18.6,0.0659,1,10.89
2026-02-04,Birdsong,28.87,24.09,29.51,26.25,26.62,2.6,1,2,2,0,0.9,0.7838,37,1068.19,18.63,0.0845,1,11.1
2026-02-05,Birdsong,28.98,24.12,29.4,26.37,26.63,2.6,1,2,3,0,0.9,0.7793,42,1217.16,18.64,0.0882,1,11.15
2026-02-06,Birdsong,28.19,23.92,29.4,26.76,26.69,2.6,1,2,4,0,0.9,0.8223,39,1099.41,18.68,0.0562,1,10.84
2026-02-07,Birdsong,27.92,24.01,29.2,26.94,26.71,2.6,1,2,5,1,0.9,0.9636,47,1312.24,18.7,0.0453,1,10.74
2026-02-08,Birdsong,26.97,24.14,29.09,26.71,26.65,2.6,1,2,6,1,0.9,1.0209,44,1186.68,18.65,0.012,1,10.37
2026-02-09,Birdsong,25.59,24.29,29.17,26.85,26.77,2.6,1,2,0,0,0.9,0.9839,56,1433.04,18.74,-0.0441,1,9.84
2026-02-10,Birdsong,27.51,24.34,29.11,26.98,26.81,2.6,1,2,1,0,0.9,0.8659,48,1320.48,18.76,0.0261,1,10.58
2026-02-11,Birdsong,26.72,24.51,29.19,26.97,26.89,2.6,1,2,2,0,0.9,0.9177,46,1229.12,18.82,-0.0063,1,10.28
2026-02-12,Birdsong,26.42,24.48,29.09,26.93,26.83,2.6,1,2,3,0,0.9,0.9329,49,1294.58,18.78,-0.0153,1,10.16
2026-02-13,Birdsong,26.52,24.45,29.19,27.04,26.89,2.6,1,2,4,0,0.9,0.9304,46,1219.92,18.83,-0.0138,1,10.2
2026-02-14,Birdsong,27.54,24.46,29.38,26.93,26.92,2.6,1,2,5,1,0.9,1.0017,52,1432.08,18.85,0.023,1,10.59
2026-02-15,Birdsong,26.91,24.25,29.36,27.1,26.9,2.6,1,2,6,1,0.9,1.0426,59,1587.69,18.83,0.0004,1,10.35
2026-02-16,Birdsong,25.54,24.26,29.18,27.1,26.85,2.6,1,2,0,0,0.9,0.9924,45,1149.3,18.79,-0.0488,1,9.82
2026-02-17,Birdsong,25.88,24.2,29.11,27.23,26.85,2.6,1,2,1,0,0.9,0.969,51,1319.88,18.79,-0.0361,1,9.95
2026-02-18,Birdsong,28.84,24.22,28.83,27.36,26.8,2.6,1,2,2,0,0.9,0.7952,37,1067.08,18.76,0.0761,1,11.09
2026-02-19,Birdsong,27.95,24.28,28.8,27.56,26.88,2.6,1,2,3,0,0.9,0.8456,44,1229.8,18.82,0.0398,1,10.75
2026-02-20,Birdsong,26.99,24.48,28.68,27.8,26.99,2.6,1,2,4,0,0.9,0.9071,46,1241.54,18.89,0.0,1,10.38
2026-02-21,Birdsong,27.36,24.11,28.65,27.96,26.9,2.6,1,2,5,1,0.9,1.0122,46,1258.56,18.83,0.0171,1,10.52
2026-02-22,Birdsong,28.25,23.8,28.71,27.69,26.73,2.6,0,2,6,1,0.9,0.9447,50,1412.5,18.71,0.0569,1,10.87
2026-02-23,Birdsong,29.35,23.86,28.68,27.73,26.76,2.6,1,2,0,0,0.9,0.768,40,1174.0,18.73,0.0968,1,11.29
2026-02-24,Birdsong,25.98,23.64,28.66,27.7,26.67,2.6,0,2,1,0,0.9,0.9509,45,1169.1,18.67,-0.0259,1,9.99
2026-02-25,Birdsong,28.26,23.66,28.7,27.72,26.69,2.6,1,2,2,0,0.9,0.8187,42,1186.92,18.69,0.0588,1,10.87
2026-02-26,Birdsong,25.74,23.75,28.44,27.48,26.55,2.6,1,2,3,0,0.9,0.9595,47,1209.78,18.59,-0.0305,1,9.9
2026-02-27,Birdsong,28.19,23.75,28.52,27.31,26.52,2.6,0,2,4,0,0.9,0.813,36,1014.84,18.57,0.063,1,10.84
2026-02-28,Birdsong,27.15,23.53,28.57,27.1,26.4,2.6,0,2,5,1,0.9,0.992,52,1411.8,18.48,0.0284,1,10.44
2026-03-01,Birdsong,26.78,23.34,28.47,26.9,26.24,2.6,1,3,6,1,0.95,1.0613,53,1419.34,18.37,0.0206,2,10.3
2026-03-02,Birdsong,25.06,23.39,28.56,26.9,26.28,2.6,1,3,0,0,0.95,1.0432,48,1202.88,18.4,-0.0464,2,9.64
2026-03-03,Birdsong,26.41,23.23,28.44,26.91,26.19,2.6,1,3,1,0,0.95,0.9435,56,1478.96,18.34,0.0084,2,10.16
2026-03-04,Birdsong,25.07,23.22,28.23,26.86,26.1,2.6,1,3,2,0,0.95,1.0298,54,1353.78,18.27,-0.0395,2,9.64
2026-03-05,Birdsong,25.12,23.2,28.17,26.67,26.01,2.6,1,3,3,0,0.95,1.0198,49,1230.88,18.21,-0.0342,2,9.66
2026-03-06,Birdsong,27.62,23.26,28.14,26.64,26.01,2.6,1,3,4,0,0.95,0.8596,44,1215.28,18.21,0.0619,2,10.62
2026-03-07,Birdsong,25.67,23.35,28.33,26.61,26.1,2.6,1,3,5,1,0.95,1.1343,56,1437.52,18.27,-0.0165,2,9.87
2026-03-08,Birdsong,28.02,23.31,28.25,26.69,26.08,2.6,1,3,6,1,0.95,0.9679,47,1316.94,18.26,0.0744,2,10.78
2026-03-09,Birdsong,27.25,23.36,28.14,26.72,26.07,2.6,1,3,0,0,0.95,0.8844,38,1035.5,18.25,0.0453,2,10.48
2026-03-10,Birdsong,25.73,23.42,28.23,26.73,26.13,2.6,1,3,1,0,0.95,0.9844,53,1363.69,18.29,-0.0153,2,9.9
2026-03-11,Birdsong,25.86,23.28,28.12,26.76,26.05,2.6,1,3,2,0,0.95,0.9705,47,1215.42,18.24,-0.0073,2,9.95
2026-03-12,Birdsong,25.71,23.07,27.97,26.49,25.84,2.6,1,3,3,0,0.95,0.9665,52,1336.92,18.09,-0.005,2,9.89
2026-03-13,Birdsong,26.62,23.1,27.88,26.46,25.81,2.6,1,3,4,0,0.95,0.906,40,1064.8,18.07,0.0314,2,10.24
2026-03-14,Birdsong,24.99,23.27,27.73,26.36,25.79,2.6,1,3,5,1,0.95,1.1652,59,1474.41,18.05,-0.031,2,9.61
2026-03-15,Birdsong,26.1,23.28,27.82,26.62,25.9,2.6,0,3,6,1,0.95,1.0864,54,1409.4,18.13,0.0077,2,10.04
2026-03-16,Birdsong,25.36,23.21,27.63,26.65,25.83,2.6,1,3,0,0,0.95,0.9899,50,1268.0,18.08,-0.0182,2,9.75
2026-03-17,Birdsong,27.78,23.53,27.43,26.64,25.87,2.6,1,3,1,0,0.95,0.8423,38,1055.64,18.11,0.0738,2,10.68
2026-03-18,Birdsong,24.76,23.49,27.34,26.68,25.83,2.6,1,3,2,0,0.95,1.0336,52,1287.52,18.08,-0.0414,2,9.52
2026-03-19,Birdsong,25.78,23.29,27.37,26.61,25.76,2.6,1,3,3,0,0.95,0.9562,53,1366.34,18.03,0.0008,2,9.92
2026-03-20,Birdsong,27.38,23.18,27.45,26.72,25.79,2.6,1,3,4,0,0.95,0.8596,41,1122.58,18.05,0.0617,2,10.53
2026-03-21,Birdsong,28.12,23.18,27.47,26.52,25.72,2.6,1,3,5,1,0.95,0.9381,46,1293.52,18.01,0.0933,2,10.82
2026-03-22,Birdsong,25.68,23.21,27.49,26.51,25.74,2.6,1,3,6,1,0.95,1.1058,54,1386.72,18.02,-0.0023,2,9.88
2026-03-23,Birdsong,27.2,23.28,27.38,26.34,25.67,2.6,1,3,0,0,0.95,0.8626,43,1169.6,17.97,0.0596,2,10.46
2026-03-24,Birdsong,24.53,23.03,27.33,26.49,25.62,2.6,0,3,1,0,0.95,1.0353,51,1251.03,17.93,-0.0425,2,9.43
2026-03-25,Birdsong,25.13,23.12,27.47,26.12,25.57,2.6,0,3,2,0,0.95,0.9881,51,1281.63,17.9,-0.0172,2,9.67
2026-03-26,Birdsong,27.71,23.03,27.23,26.12,25.46,2.6,1,3,3,0,0.95,0.8223,43,1191.53,17.82,0.0884,2,10.66
2026-03-27,Birdsong,27.14,23.02,27.2,26.19,25.47,2.6,1,3,4,0,0.95,0.8541,41,1112.74,17.83,0.0656,2,10.44
2026-03-28,Birdsong,25.07,23.17,27.34,26.17,25.56,2.6,1,3,5,1,0.95,1.1403,56,1403.92,17.89,-0.0192,2,9.64
2026-03-29,Birdsong,26.41,23.15,27.25,26.17,25.52,2.6,1,3,6,1,0.95,1.0356,47,1241.27,17.87,0.0349,2,10.16
2026-03-30,Birdsong,26.93,23.04,27.25,26.29,25.53,2.6,1,3,0,0,0.95,0.8697,45,1211.85,17.87,0.0548,2,10.36
2026-03-31,Birdsong,27.14,23.12,27.44,26.35,25.64,2.6,0,3,1,0,0.95,0.8642,41,1112.74,17.95,0.0585,2,10.44
2026-04-01,Birdsong,27.34,23.05,27.66,26.34,25.68,2.6,1,4,2,0,1.0,0.9007,48,1312.32,17.98,0.0646,2,10.52
2026-04-02,Birdsong,25.93,23.07,27.78,26.15,25.67,2.6,0,4,3,0,1.0,0.9897,51,1322.43,17.97,0.0101,2,9.97
2026-04-03,Birdsong,27.31,23.24,27.57,25.93,25.58,2.6,1,4,4,0,1.0,0.8958,47,1283.57,17.9,0.0676,2,10.5
2026-04-04,Birdsong,28.08,23.29,27.67,25.82,25.59,2.6,1,4,5,1,1.0,0.9809,49,1375.92,17.91,0.0973,2,10.8
2026-04-05,Birdsong,25.82,23.15,27.64,25.79,25.53,2.6,1,4,6,1,1.0,1.1356,56,1445.92,17.87,0.0114,2,9.93
2026-04-06,Birdsong,25.19,23.29,27.57,25.75,25.54,2.6,1,4,0,0,1.0,1.0331,49,1234.31,17.88,-0.0137,2,9.69
2026-04-07,Birdsong,25.18,23.33,27.65,25.82,25.6,2.6,1,4,1,0,1.0,1.0385,49,1233.82,17.92,-0.0164,2,9.68
2026-04-08,Birdsong,24.72,23.21,27.55,25.7,25.49,2.6,1,4,2,0,1.0,1.0649,57,1409.04,17.84,-0.0302,2,9.51
2026-04-09,Birdsong,27.55,23.27,27.85,25.65,25.59,2.6,1,4,3,0,1.0,0.8825,47,1294.85,17.91,0.0766,2,10.6
2026-04-10,Birdsong,27.72,23.18,27.92,25.64,25.58,2.6,1,4,4,0,1.0,0.8722,40,1108.8,17.91,0.0837,2,10.66
2026-04-11,Birdsong,25.64,23.3,27.92,25.53,25.58,2.6,1,4,5,1,1.0,1.1546,55,1410.2,17.91,0.0023,2,9.86
2026-04-12,Birdsong,25.13,23.34,27.81,25.25,25.46,2.6,1,4,6,1,1.0,1.1872,55,1382.15,17.83,-0.013,2,9.67
2026-04-13,Birdsong,26.08,23.42,27.71,25.12,25.42,2.6,1,4,0,0,1.0,0.9622,55,1434.4,17.79,0.026,2,10.03
2026-04-14,Birdsong,26.27,23.43,27.76,24.9,25.36,2.6,1,4,1,0,1.0,0.9463,39,1024.53,17.75,0.0359,2,10.1
2026-04-15,Birdsong,27.89,23.61,27.81,24.92,25.45,2.6,1,4,2,0,1.0,0.8547,42,1171.38,17.81,0.0959,2,10.73
2026-04-16,Birdsong,24.91,23.63,27.73,24.7,25.35,2.6,1,4,3,0,1.0,1.0405,51,1270.41,17.75,-0.0174,2,9.58
2026-04-17,Birdsong,25.46,23.52,27.55,24.68,25.25,2.6,1,4,4,0,1.0,0.9932,48,1222.08,17.68,0.0083,2,9.79
2026-04-18,Birdsong,26.32,23.53,27.7,24.64,25.29,2.6,1,4,5,1,1.0,1.0788,52,1368.64,17.7,0.0407,2,10.12
2026-04-19,Birdsong,23.98,23.41,27.67,24.43,25.17,2.6,1,4,6,1,1.0,1.2647,57,1366.86,17.62,-0.0473,2,9.22
2026-04-20,Birdsong,25.22,23.25,27.62,24.5,25.12,2.6,1,4,0,0,1.0,1.001,46,1160.12,17.59,0.004,2,9.7
2026-04-21,Birdsong,25.55,23.16,27.5,24.42,25.03,2.6,1,4,1,0,1.0,0.9711,47,1200.85,17.52,0.0208,2,9.83
2026-04-22,Birdsong,24.46,23.21,27.36,24.37,24.98,2.6,0,4,2,0,1.0,1.047,54,1320.84,17.49,-0.0208,2,9.41
2026-04-23,Birdsong,25.55,23.06,27.28,24.45,24.93,2.6,1,4,3,0,1.0,0.9644,52,1328.6,17.45,0.0249,2,9.83
2026-04-24,Birdsong,26.38,23.05,27.39,24.31,24.92,2.6,1,4,4,0,1.0,0.9095,46,1213.48,17.44,0.0586,2,10.15
